orb_minutes,symbol,trade_date,maturity,reached_0_5x,orb_dir,price_dir,fut_dir,option_dir,fut_state,volume_state,ce_state,pe_state,pec_state,fut_oi_state,ce_pct_state,pe_pct_state,pec_pct_state,fut_pct_state,price_state,orb_agree,evidence_agreement,persistent,strength_bucket,core_count_band,magnitude_count_band,orb_fut_agree,orb_price_agree
15,INDUSTOWER,2026-08-28,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INDUSTOWER,2026-08-31,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INDUSTOWER,2026-08-31,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INDUSTOWER,2026-09-01,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INDUSTOWER,2026-09-01,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INDUSTOWER,2026-09-02,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INDUSTOWER,2026-09-02,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INDUSTOWER,2026-09-04,09:45,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INDUSTOWER,2026-09-04,10:00,True,UP,UP,OTHER,UP,,,POS,POS,POS,,POS,POS,,,POS,YES,AGREE,NO,WEAK,3+,0,NO,YES
15,INDUSTOWER,2026-09-04,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-18,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-18,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-19,10:15,True,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,INFY,2026-08-21,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-21,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-21,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-25,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-25,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-26,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-28,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-28,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-28,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-31,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INFY,2026-08-31,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-08-31,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-09-01,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-09-01,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-09-01,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INFY,2026-09-02,10:00,False,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,INFY,2026-09-02,10:15,False,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,INOXWIND,2026-08-17,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-17,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-18,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-19,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-21,09:45,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-21,10:00,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-21,10:15,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-25,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INOXWIND,2026-08-25,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-25,10:15,False,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,INOXWIND,2026-08-26,10:15,True,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-27,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INOXWIND,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-28,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INOXWIND,2026-08-28,10:00,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-28,10:15,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,INOXWIND,2026-08-31,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-08-31,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-09-01,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INOXWIND,2026-09-01,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,INOXWIND,2026-09-03,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-09-03,10:15,True,UP,UP,OTHER,DOWN,,,POS,POS,NEG,,POS,POS,,,POS,YES,MIXED,NO,WEAK,3+,0,NO,YES
15,INOXWIND,2026-09-03,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,INOXWIND,2026-09-03,10:00,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,INOXWIND,2026-09-03,10:15,False,DOWN,UP,OTHER,DOWN,,,POS,POS,NEG,,POS,POS,,,POS,NO,MIXED,NO,WEAK,3+,0,NO,NO
15,INOXWIND,2026-09-04,10:00,False,DOWN,DOWN,OTHER,UP,,,NEG,NEG,POS,,NEG,NEG,,,NEG,YES,MIXED,NO,WEAK,3+,0,NO,YES
15,INOXWIND,2026-09-04,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IOC,2026-08-21,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IOC,2026-08-21,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IOC,2026-08-21,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IOC,2026-08-27,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IOC,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IOC,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IOC,2026-09-02,10:00,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,IOC,2026-09-02,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-08-18,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-08-20,10:00,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,IREDA,2026-08-20,10:15,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,IREDA,2026-08-24,10:00,True,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,IREDA,2026-08-24,10:15,True,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,IREDA,2026-08-26,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-08-26,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-08-31,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-08-31,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-08-31,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-09-01,09:45,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-09-01,10:00,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,1,NO,NO
15,IREDA,2026-09-01,10:15,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,1,NO,NO
15,IREDA,2026-09-01,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-09-01,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IREDA,2026-09-02,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-09-03,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IREDA,2026-09-03,10:15,True,UP,UP,OTHER,UP,,,NEG,POS,POS,,NEG,POS,,,POS,YES,AGREE,NO,WEAK,3+,0,NO,YES
15,IREDA,2026-09-04,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-08-18,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-20,09:45,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-08-20,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-08-20,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-08-24,10:00,True,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,1,NO,NO
15,IRFC,2026-08-24,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-26,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-26,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-27,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-28,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-08-28,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-08-28,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-09-01,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-09-01,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,IRFC,2026-09-02,10:15,False,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,IRFC,2026-09-03,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,IRFC,2026-09-03,10:15,True,UP,UP,OTHER,DOWN,,,POS,POS,NEG,,POS,POS,,,POS,YES,MIXED,NO,WEAK,3+,0,NO,YES
15,IRFC,2026-09-04,10:00,False,DOWN,UP,OTHER,UP,,,NEG,POS,POS,,NEG,POS,,,POS,NO,AGREE,NO,WEAK,3+,0,NO,NO
15,IRFC,2026-09-04,10:15,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,ITC,2026-08-18,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,ITC,2026-08-26,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-26,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-27,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-31,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,ITC,2026-08-31,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,ITC,2026-09-04,10:00,True,UP,UP,OTHER,UP,,,NEG,POS,POS,,NEG,POS,,,POS,YES,AGREE,NO,WEAK,3+,0,NO,YES
15,ITC,2026-09-04,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-18,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-19,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-08-19,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-08-20,10:15,False,DOWN,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,NO,AGREE,NO,WEAK,2,0,NO,NO
15,JINDALSTEL,2026-08-21,09:45,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-21,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-21,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-24,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-24,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-25,09:45,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-25,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-25,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-26,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-27,09:45,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-27,10:00,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-27,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-08-28,10:00,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-08-28,10:15,False,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-09-01,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-09-01,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-09-02,09:45,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,1,NO,NO
15,JINDALSTEL,2026-09-02,10:00,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,1,NO,NO
15,JINDALSTEL,2026-09-02,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-09-03,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JINDALSTEL,2026-09-03,10:15,True,DOWN,DOWN,OTHER,DOWN,,,POS,POS,NEG,,POS,POS,,,NEG,YES,AGREE,NO,WEAK,3+,0,NO,YES
15,JINDALSTEL,2026-09-04,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JINDALSTEL,2026-09-04,10:00,True,DOWN,DOWN,OTHER,DOWN,,,POS,NEG,NEG,,POS,NEG,,,NEG,YES,AGREE,NO,WEAK,3+,0,NO,YES
15,JINDALSTEL,2026-09-04,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-18,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JIOFIN,2026-08-20,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JIOFIN,2026-08-21,09:45,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-21,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-21,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-25,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JIOFIN,2026-08-27,09:45,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-27,10:00,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-08-27,10:15,True,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JIOFIN,2026-09-01,10:00,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,1,NO,YES
15,JIOFIN,2026-09-01,10:15,False,DOWN,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,YES,AGREE,NO,WEAK,2,0,NO,YES
15,JIOFIN,2026-09-02,09:45,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,JIOFIN,2026-09-02,10:00,True,UP,DOWN,OTHER,OTHER,,NEG,,,,,,,,,NEG,NO,AGREE,NO,WEAK,2,0,NO,NO
15,JIOFIN,2026-09-02,10:15,True,UP,UP,OTHER,OTHER,,NEG,,,,,,,,,POS,YES,AGREE,NO,WEAK,2,0,NO,YES
